gorovje,izhodišče,višina_izhodišča,cilj,višina_cilja,opomba_poti,čas_hoje,zahtevnost,višinska_razlika_po_poti,število_ogledov,ocena,število_glasov,širina_cilja,dolžina_cilja,vrsta_cilja
Julijske Alpe,Strmec,1520,Debela peč,2014,mimo Spodnjih Brd,165,lahka označena pot,750,10663,8,1,"46,39071","13,93316",vrh
Julijske Alpe,Planina Zajavornik,1292,Debela peč,2014,,150,lahka označena pot,722,28535,10,2,"46,39071","13,93316",vrh
Julijske Alpe,Strmec,1520,Debela peč,2014,,150,lahka označena pot,630,12587,10,1,"46,39071","13,93316",vrh
Julijske Alpe,Krnica,660,Debela peč,2014,,330,lahka označena pot,1530,10063,8,3,"46,39071","13,93316",vrh
Julijske Alpe,Šport hotel,1280,Debela peč,2014,,210,lahka označena pot,775,24963,9,1,"46,39071","13,93316",vrh
Julijske Alpe,Medvedova konta,1410,Debela peč,2014,,135,lahka označena pot,604,85062,9,14,"46,39071","13,93316",vrh
Julijske Alpe,Pri Rupah,1350,Debela peč,2014,,135,lahka označena pot,720,40374,8,5,"46,39071","13,93316",vrh
Julijske Alpe,Kovinarska koča v Krmi,870,Debela peč,2014,lovska pot,225,zelo zahtevno brezpotje,1175,9038,10,2,"46,39071","13,93316",vrh
Julijske Alpe,Medvedova konta,1410,Debela peč,2014,mimo Kotla in po stari poti,130,"lahko brezpotje, lahka označena pot",645,5867,8,1,"46,39071","13,93316",vrh
Julijske Alpe,Medvedova konta,1410,Debela peč,2014,mimo Kotla,145,"lahko brezpotje, lahka označena pot",675,4163,8,1,"46,39071","13,93316",vrh
Julijske Alpe,Strmec,1520,Debela peč,2014,stara pot,135,lahka označena pot,600,6233,9,1,"46,39071","13,93316",vrh
Julijske Alpe,Rudno polje,1347,Debela peč,2014,,195,lahka označena pot,740,2010,6,2,"46,39071","13,93316",vrh
Julijske Alpe,Zadnjica,650,Razor,2601,,360,zelo zahtevna označena pot,1990,57749,8,8,"46,41316","13,79196",vrh
Julijske Alpe,Vršič,1611,Razor,2601,,360,zelo zahtevna označena pot,1350,53402,8,8,"46,41316","13,79196",vrh
Julijske Alpe,Koča v Krnici,1113,Razor,2601,,390,zelo zahtevna označena pot,1488,11682,6,3,"46,41316","13,79196",vrh
Julijske Alpe,Aljažev dom v Vratih,1015,Razor,2601,čez Sovatno,390,zelo zahtevna označena pot,1850,36780,8,8,"46,41316","13,79196",vrh
Julijske Alpe,Ruski križ,1000,Razor,2601,čez Kriško steno,430,zelo zahtevna označena pot,2000,18363,8,5,"46,41316","13,79196",vrh
Julijske Alpe,Belopeška jezera,929,Visoka Ponca,2274,via normale,240,zelo zahtevna označena pot,1345,27260,9,3,"46,46014","13,6974",vrh
Julijske Alpe,Dom v Tamarju,1108,Visoka Ponca,2274,,240,zelo zahtevna označena pot,1250,28075,8,2,"46,46014","13,6974",vrh
Julijske Alpe,Koča pri Savici,653,Kal,2001,čez Lepo Komno,315,lahko brezpotje,1355,7239,7,1,"46,31143","13,74607",vrh
Julijske Alpe,Konec ceste na Pokljuki,1340,Dom Planika pod Triglavom,2401,,270,zahtevna označena pot,1250,23388,8,4,"46,37154","13,84605",koča
Julijske Alpe,Dolina Krma,944,Dom Planika pod Triglavom,2401,,270,lahka označena pot,1471,29058,8,2,"46,37154","13,84605",koča
Julijske Alpe,Zadnjica,650,Dom Planika pod Triglavom,2401,,405,zahtevna označena pot,1800,7944,10,3,"46,37154","13,84605",koča
Julijske Alpe,Stara Fužina,600,Dom Planika pod Triglavom,2401,,375,zahtevna označena pot,1900,9092,4,2,"46,37154","13,84605",koča
Julijske Alpe,Planina Blato,1147,Dom Planika pod Triglavom,2401,čez Grintovico,315,"lahka neoznačena steza, zahtevna označena pot",1415,5857,9,1,"46,37154","13,84605",koča
Julijske Alpe,Uskovnica ,1076,Dom Planika pod Triglavom,2401,čez planino Spodnji Tosc,305,zahtevna označena pot,1525,380,10,1,"46,37154","13,84605",koča
Julijske Alpe,Srednja vas,583,Dom Planika pod Triglavom,2401,Za Ribnico in čez planino Spodnji Tosc,390,zahtevna označena pot,2020,350,10,1,"46,37154","13,84605",koča
Julijske Alpe,Uskovnica ,1215,Dom Planika pod Triglavom,2401,čez planino Spodnji Tosc,300,zahtevna označena pot,1300,9657,7,1,"46,37154","13,84605",koča
Julijske Alpe,Dolina Krma,930,Teme,2136,,260,zahtevno brezpotje,1230,5466,9,1,"46,38747","13,88754",vrh
Julijske Alpe,Vršič,1611,Suhi vrh,2109,,135,zahtevno brezpotje,600,9562,9,3,"46,42901","13,7281",vrh
Karavanke,Dom Trilobit,939,Mali vrh,2017,čez Rido,195,lahko brezpotje,1100,5710,8,1,"46,44827","14,14018",vrh
Karavanke,Pod Peco/Koprein Petzen,1280,Končnikov vrh,2109,,195,lahka označena pot,950,4895,8,1,"46,50401","14,76322",vrh
Karavanke,Alpengasthof Siebenhütten,1693,Končnikov vrh,2109,,90,lahka označena pot,416,4825,8,1,"46,50401","14,76322",vrh
Karavanke,Najberž,650,Končnikov vrh,2109,,270,lahka označena pot,1480,3367,9,1,"46,50401","14,76322",vrh
Karavanke, Najberž,650,Končnikov vrh,2109,Walter Mory Klettersteig,255,izjemno zahtevna označena pot,1480,6575,8,1,"46,50401","14,76322",vrh
Karavanke,Globasnica / Globasnitz,541,Končnikov vrh,2109,,345,lahka označena pot,1685,2938,9,1,"46,50401","14,76322",vrh
Karavanke,Pod Peco/Koprein,1280,Končnikov vrh,2109,slovenska pot,195,lahka označena pot,930,3014,9,1,"46,50401","14,76322",vrh
Karavanke,Kumer,1185,Končnikov vrh,2109,slovenska pot,175,lahka označena pot,945,3518,8,1,"46,50401","14,76322",vrh
Karavanke,Rudnik v Topli,1080,Končnikov vrh,2109,,150,lahka neoznačena steza,1040,2510,8,1,"46,50401","14,76322",vrh
Karavanke,Jakobe,1410,Končnikov vrh,2109,plezalna pot,165,zelo zahtevna označena pot,825,2863,9,1,"46,50401","14,76322",vrh
Karavanke,Jakobe,1410,Končnikov vrh,2109,lahka pot,165,lahka označena pot,825,3008,9,1,"46,50401","14,76322",vrh
Karavanke,Rudnik v Topli,1080,Velika glava,2077,,150,lahka neoznačena steza,1000,4471,8,1,"46,50418","14,77198",vrh
Karavanke,Tegoška planina,1430,Pungartska gora,2025,,90,lahko brezpotje,595,9054,8,1,"46,4397","14,3686",vrh
Karavanke,Matizovec,915,Toplar,2000,,185,lahko brezpotje,1088,9313,8,3,"46,43156","14,31668",vrh
Karavanke,Zavetišče na planini Šija,1528,Toplar,2000,Kačja pot,105,lahko brezpotje,550,7013,8,5,"46,43156","14,31668",vrh
Karavanke,Mrzli studenec,1280,Toplar,2000,,120,lahko brezpotje,720,6917,8,2,"46,43156","14,31668",vrh
Karavanke,Pod Krnico,1250,Tolsta Košuta - Vzhodni vrh,2057,,125,delno zahtevna neoznačena pot,807,17225,8,2,"46,44703","14,42951",vrh
Karavanke,Ljubelj,1058,Prešernova koča na Stolu,2174,zgornja pot,285,delno zahtevna označena pot,1315,8929,10,1,"46,43136","14,17495","vrh, koča"
Karavanke,Poljana,620,Prešernova koča na Stolu,2174,Žirovniška pot,245,lahka označena pot,1554,3950,9,1,"46,43136","14,17495","vrh, koča"
Karavanke,Poljana,620,Prešernova koča na Stolu,2174,Zabreška pot,265,lahka označena pot,1615,3047,9,1,"46,43136","14,17495","vrh, koča"
Karavanke,Ljubelj,1058,Prešernova koča na Stolu,2174,mimo Vatelce oz. Sklede,295,delno zahtevna označena pot,1360,2945,9,1,"46,43136","14,17495","vrh, koča"
Karavanke, Podnar / Bodenbauer,1052,Prešernova koča na Stolu,2174,čez Karweg,250,"lahka neoznačena steza, delno zahtevna označena pot",1220,2246,9,1,"46,43136","14,17495","vrh, koča"
Karavanke,Podnar / Bodenbauer,1052,Prešernova koča na Stolu,2174,čez melišče,235,"lahko brezpotje, lahka označena pot",1215,2274,9,1,"46,43136","14,17495","vrh, koča"
Karavanke,Valvasorjev dom,1181,Prešernova koča na Stolu,2174,Zabreška pot,185,lahka označena pot,1015,11720,8,6,"46,43136","14,17495","vrh, koča"
Karavanke,Valvasorjev dom,1181,Prešernova koča na Stolu,2174,Žirovniška pot,165,lahka označena pot,1000,22149,7,6,"46,43136","14,17495","vrh, koča"
Karavanke,Podnar / Bodenbauer,1052,Prešernova koča na Stolu,2174,,265,zahtevna označena pot,1245,1580,10,2,"46,43136","14,17495","vrh, koča"
Karavanke,Vgriz / Ogris,1180,Prešernova koča na Stolu,2174,,265,zahtevna označena pot,1150,1412,10,2,"46,43136","14,17495","vrh, koča"
Karavanke,Trate / Johannsenruhe,1152,Prešernova koča na Stolu,2174,mimo Celovške koče,220,delno zahtevna označena pot,1135,1632,10,1,"46,43136","14,17495","vrh, koča"
Karavanke,Razpotje Vragovec,1125,Prešernova koča na Stolu,2174,čez Zabreško planino,165,lahka označena pot,1049,660,10,1,"46,43136","14,17495","vrh, koča"
Karavanke,Razpotje Vragovec,1125,Prešernova koča na Stolu,2174,čez Doslovško planino in mimo lovske koče,175,lahka neoznačena steza,1065,296,10,1,"46,43136","14,17495","vrh, koča"
Karavanke,Tinčkova koča,1070,Prešernova koča na Stolu,2174,mimo lovske koče nad Doslovško planino,205,lahka neoznačena steza,1135,360,9,1,"46,43136","14,17495","vrh, koča"
Karavanke,Pod Krnico,1250,Tolsta Košuta - Zahodni vrh,2026,,140,delno zahtevna neoznačena pot,830,11528,8,3,"46,44618","14,42618",vrh
Karavanke, Pod Krnico,1250,Košutnikov turn,2133,vzhodna pot,150,zahtevna označena pot,883,25837,9,2,"46,44637","14,41031",vrh
Karavanke,Koča pod Košuto,1280,Košutnikov turn,2133,ÖTK Steig Neu,165,zelo zahtevna označena pot,853,28873,10,5,"46,44637","14,41031",vrh
Karavanke,Koča pod Košuto,1280,Košutnikov turn,2133,čez Cjajnik,270,izjemno zahtevna označena pot,1050,50784,10,10,"46,44637","14,41031",vrh
Karavanke,Sele pri Cerkvi / Zell ,948,Košutnikov turn,2133,čez Cjajnik,345,izjemno zahtevna označena pot,1385,3765,10,1,"46,44637","14,41031",vrh
Karavanke,Sele pri Cerkvi / Zell ,948,Košutnikov turn,2133,ÖTK Steig Neu,240,zelo zahtevna označena pot,1185,4368,10,1,"46,44637","14,41031",vrh
Karavanke,Ridovc / Ridovcsäge,808,Košutnikov turn,2133,ob Mrzlem potoku in čez Cjajnik,355,izjemno zahtevna označena pot,1525,3559,10,1,"46,44637","14,41031",vrh
Karavanke,Ridovc / Ridovcsäge,808,Košutnikov turn,2133,ob Mrzlem potoku in po ÖTK Steig Neu,250,zelo zahtevna označena pot,1325,2848,9,1,"46,44637","14,41031",vrh
Karavanke,Pod Krnico,1250,Košutnikov turn,2133,zahodna pot,135,zahtevna označena pot,883,41989,9,5,"46,44637","14,41031",vrh
Karavanke,Planina Pungrat,1447,Veliko Kladivo,2094,,135,zahtevna označena pot,715,12467,8,1,"46,43719","14,34402",vrh
Karavanke,Globoka dolina,1050,Veliko Kladivo,2094,,180,delno zahtevna označena pot,1125,4773,10,2,"46,43719","14,34402",vrh
Karavanke,Matizovec,915,Veliko Kladivo,2094,,200,delno zahtevna označena pot,1260,26934,8,4,"46,43719","14,34402",vrh
Karavanke,Dolina,731,Veliko Kladivo,2094,,210,delno zahtevna označena pot,1363,1645,10,1,"46,43719","14,34402",vrh
Karavanke,Dolina,731,Veliko Kladivo,2094,mimo kapelice,210,delno zahtevna označena pot,1440,1273,10,1,"46,43719","14,34402",vrh
Karavanke,Mrzli studenec,1280,Veliko Kladivo,2094,,135,delno zahtevna označena pot,900,15895,8,2,"46,43719","14,34402",vrh
Karavanke,Zavetišče na planini Šija,1528,Veliko Kladivo,2094,Kačja pot,120,"lahka neoznačena steza, delno zahtevna označena pot",650,8681,8,5,"46,43719","14,34402",vrh
Karavanke, Zavetišče na planini Šija,1528,Veliko Kladivo,2094,direktna pot,90,lahka neoznačena steza,566,13729,7,3,"46,43719","14,34402",vrh
Karavanke,Tinčkova koča,1070,Palec,2026,,180,zahtevna neoznačena steza,1000,5986,10,1,"46,4432","14,21928",vrh
Karavanke,Ljubelj,1058,Palec,2026,,180,zahtevna neoznačena steza,975,28705,8,4,"46,4432","14,21928",vrh
Karavanke,Tinčkova koča,1070,Palec,2026,skozi Zagon,210,zahtevna neoznačena steza,1055,280,10,1,"46,4432","14,21928",vrh
Karavanke,Dom Trilobit,939,Vajnež,2104,čez Rido,240,lahka neoznačena steza,1200,9770,9,3,"46,44309","14,1511",vrh
Karavanke,Dom Trilobit,939,Vajnež,2104,po Skalaški poti in čez Mali Vrh,240,zelo zahtevna neoznačena steza,1165,11423,10,4,"46,44309","14,1511",vrh
Karavanke,Valvasorjev dom pod Stolom,1181,Vajnež,2104,,210,lahka neoznačena steza,1070,9982,10,1,"46,44309","14,1511",vrh
Karavanke,Urbas,1280,Vajnež,2104,,145,lahka neoznačena steza,824,25913,9,3,"46,44309","14,1511",vrh
Karavanke,Olipova planina,1320,Vajnež,2104,čez Hrašensko planino,170,lahka neoznačena steza,900,10276,8,2,"46,44309","14,1511",vrh
Karavanke,Matizovec,915,Malo Kladivo,2036,,185,delno zahtevna označena pot,1210,7151,7,1,"46,43497","14,33821",vrh
Karavanke,Mrzli studenec,1280,Malo Kladivo,2036,,120,delno zahtevna označena pot,800,6922,7,1,"46,43497","14,33821",vrh
Karavanke,Zavetišče na planini Šija,1528,Malo Kladivo,2036,Kačja pot,105,"lahka neoznačena steza, delno zahtevna označena pot",550,5928,7,3,"46,43497","14,33821",vrh
Karavanke,Zapornica ,1007,Dovška Mala Kepa,2077,,270,zahtevna neoznačena steza,1300,7885,7,2,"46,50309","13,9595",vrh
Karavanke,Erjavčev Rovt,1065,Gubno,2035,,150,"lahka označena pot, lahka neoznačena steza",970,9192,9,3,"46,50064","13,96126",vrh
Karavanke,Erjavčev rovt,1065,Gubno,2035,,150,"lahka označena pot, lahka neoznačena steza",970,9331,9,1,"46,50064","13,96126",vrh
Karavanke,Ravne,1200,Gubno,2035,,180,"lahka označena pot, lahka neoznačena steza",920,5539,9,1,"46,50064","13,96126",vrh
Karavanke,Zapornica ,1007,Gubno,2035,,300,"zahtevna označena pot, lahka neoznačena steza",1300,5493,8,2,"46,50064","13,96126",vrh
Karavanke,Dom Trilobit,939,Potoški Stol,2014,čez Rido,240,lahka označena pot,1115,5963,9,1,"46,43695","14,1537",vrh
Karavanke,Valvasorjev dom pod Stolom,1181,Potoški Stol,2014,,185,lahka označena pot,950,5350,10,1,"46,43695","14,1537",vrh
Karavanke,Poljana,620,Potoški Stol,2014,Žirovniška pot,265,lahka označena pot,1515,1102,10,1,"46,43695","14,1537",vrh
Karavanke,Urbas,1280,Potoški Stol,2014,,135,lahka neoznačena steza,750,9129,8,3,"46,43695","14,1537",vrh
Karavanke,Olipova planina,1320,Potoški Stol,2014,,160,lahka neoznačena steza,800,5782,8,2,"46,43695","14,1537",vrh
Karavanke,Ljubelj,1058,Begunjščica,2060,"skozi Osrednjo grapo, snežni pristop",165,zelo zahtevno brezpotje,1002,17100,8,1,"46,42166","14,22982",vrh
Karavanke,Tinčkova koča,1070,Begunjščica,2060,,195,delno zahtevna označena pot,990,20420,10,3,"46,42166","14,22982",vrh
Karavanke,Ljubelj,1058,Begunjščica,2060,"skozi Y, snežni pristop",150,zelo zahtevno brezpotje,1002,14573,10,4,"46,42166","14,22982",vrh
Karavanke,Tomčeva koča na Poljški planini,1180,Begunjščica,2060,,170,lahka označena pot,900,62835,8,9,"46,42166","14,22982",vrh
Karavanke,Ljubelj,1058,Begunjščica,2060,"čez Šentanski plaz, snežni pristop",165,zahtevno brezpotje,1002,24021,8,4,"46,42166","14,22982",vrh
Karavanke,Dom v Dragi,689,Begunjščica,2060,mimo Roblekovega doma,260,lahka označena pot,1371,24487,9,3,"46,42166","14,22982",vrh
Karavanke,Dom v Dragi,689,Begunjščica,2060,čez Preval-o,210,delno zahtevna označena pot,1400,13344,9,3,"46,42166","14,22982",vrh
Karavanke, Tinčkova koča,1015,Begunjščica,2060,čez Poljško planina,230,delno zahtevna označena pot,1085,5256,9,1,"46,42166","14,22982",vrh
Karavanke,Na jezercih,950,Begunjščica,2060,,210,"lahka neoznačena steza, lahka označena pot",1110,6339,9,1,"46,42166","14,22982",vrh
Karavanke,Ljubelj,1058,Begunjščica,2060,skozi Frelihov žleb,150,alpinistični vzpon,1002,6718,7,4,"46,42166","14,22982",vrh
Karavanke,Ljubelj,1058,Begunjščica,2060,Zeleniška smer,150,alpinistični vzpon,1002,7718,10,5,"46,42166","14,22982",vrh
Karavanke,Ljubelj,1058,Begunjščica,2060,čez Preval-o,210,"delno zahtevna neoznačena pot, delno zahtevna označena pot",1065,91598,9,10,"46,42166","14,22982",vrh
Karavanke,Podljubelj ,770,Begunjščica,2060,,210,delno zahtevna označena pot,1290,13618,7,3,"46,42166","14,22982",vrh
Karavanke,Ljubelj,1058,Begunjščica,2060,čez Zelenico,230,delno zahtevna označena pot,1100,66371,8,9,"46,42166","14,22982",vrh
Karavanke,Trate /  Johannsenruhe,1152,Stol,2236,mimo Celovške koče,225,delno zahtevna označena pot,1175,19866,8,2,"46,43402","14,17362",vrh
Karavanke,Podnar / Bodenbauer,1052,Stol,2236,,270,zahtevna označena pot,1300,11107,8,2,"46,43402","14,17362",vrh
Karavanke,Vgriz / Ogris,1180,Stol,2236,,270,zahtevna označena pot,1200,9332,8,1,"46,43402","14,17362",vrh
Karavanke,Tinčkova koča,1070,Stol,2236,čez Smuško planino,255,lahka označena pot,1350,12061,8,2,"46,43402","14,17362",vrh
Karavanke,Valvasorjev dom pod Stolom,1181,Stol,2236,Žirovniška pot,180,lahka označena pot,1080,206735,8,20,"46,43402","14,17362",vrh
Karavanke,Ljubelj,1058,Stol,2236,zgornja pot,290,delno zahtevna označena pot,1350,35815,9,4,"46,43402","14,17362",vrh
Karavanke,Tinčkova koča,1070,Stol,2236,čez Zagon,225,lahka neoznačena steza,1166,12678,8,3,"46,43402","14,17362",vrh
Karavanke,Trate / Johannsenruhe,1152,Stol,2236,plezalna pot,200,zelo zahtevna označena pot,1090,49554,9,2,"46,43402","14,17362",vrh
Karavanke,Dom Trilobit,939,Stol,2236,čez Rido (Medji dol),270,lahka označena pot,1400,11244,7,3,"46,43402","14,17362",vrh
Karavanke,Urbas,1280,Stol,2236,,195,lahka neoznačena steza,1000,8104,8,2,"46,43402","14,17362",vrh
Karavanke,Poljana,620,Stol,2236,Žirovniška pot,260,lahka označena pot,1635,9519,10,2,"46,43402","14,17362",vrh
Karavanke,Poljana,620,Stol,2236,Zabreška pot,280,lahka označena pot,1675,5666,10,1,"46,43402","14,17362",vrh
Karavanke,Ljubelj,1058,Stol,2236,mimo Vatelce oz. Sklede,300,delno zahtevna označena pot,1400,5697,10,1,"46,43402","14,17362",vrh
Karavanke, Podnar / Bodenbauer,1052,Stol,2236,čez Karweg,255,"lahka neoznačena steza, delno zahtevna označena pot",1250,3094,9,1,"46,43402","14,17362",vrh
Karavanke,Podnar / Bodenbauer,1052,Stol,2236,čez melišče,240,"lahko brezpotje, lahka označena pot",1250,3459,9,1,"46,43402","14,17362",vrh
Karavanke,Razpotje Vragovec,1125,Stol,2236,čez Zabreško planino,180,lahka označena pot,1135,3340,10,1,"46,43402","14,17362",vrh
Karavanke,Razpotje Vragovec,1125,Stol,2236,čez Doslovško planino in mimo lovske koče,190,lahka neoznačena steza,1150,560,10,1,"46,43402","14,17362",vrh
Karavanke,Ljubelj,1058,Stol,2236,spodnja pot,290,lahka označena pot,1400,20346,8,3,"46,43402","14,17362",vrh
Karavanke,Tinčkova koča,1070,Stol,2236,mimo lovske koče nad Doslovško planino,220,lahka neoznačena steza,1215,490,10,1,"46,43402","14,17362",vrh
Karavanke,Valvasorjev dom pod Stolom,1181,Stol,2236,Zabreška pot,200,lahka označena pot,1100,64038,9,12,"46,43402","14,17362",vrh
Karavanke,Pod Peco/Koprein Petzen,1280,Kordeževa glava (Peca),2125,,240,lahka označena pot,1100,14403,9,2,"46,50023","14,77993",vrh
Karavanke,Rudnik v Topli,1080,Kordeževa glava (Peca),2125,mimo Doma na Peci - lahka pot,210,lahka označena pot,1100,43400,9,5,"46,50023","14,77993",vrh
Karavanke,Rudnik v Topli,1080,Kordeževa glava (Peca),2125,čez Knipsovo sedlo,165,lahka neoznačena steza,1045,29544,9,3,"46,50023","14,77993",vrh
Karavanke,Jakobe,1410,Kordeževa glava (Peca),2125,lahka pot,135,lahka označena pot,715,76169,10,2,"46,50023","14,77993",vrh
Karavanke,Jakobe,1410,Kordeževa glava (Peca),2125,plezalna pot,135,zelo zahtevna označena pot,715,42884,9,3,"46,50023","14,77993",vrh
Karavanke, Najberž,650,Kordeževa glava (Peca),2125,Walter Mory Klettersteig,330,izjemno zahtevna označena pot,1550,14606,10,3,"46,50023","14,77993",vrh
Karavanke,Najberž,650,Kordeževa glava (Peca),2125,,315,lahka označena pot,1550,5326,9,1,"46,50023","14,77993",vrh
Karavanke,Alpengasthof Siebenhütten,1693,Kordeževa glava (Peca),2125,,135,lahka označena pot,480,9000,8,1,"46,50023","14,77993",vrh
Karavanke,Globasnica / Globasnitz,541,Kordeževa glava (Peca),2125,,390,lahka označena pot,1835,4420,10,1,"46,50023","14,77993",vrh
Karavanke,Pod Peco/Koprein,1280,Kordeževa glava (Peca),2125,slovenska pot,225,lahka označena pot,1000,5050,9,1,"46,50023","14,77993",vrh
Karavanke,Kumer,1185,Kordeževa glava (Peca),2125,,205,lahka označena pot,1000,6582,8,1,"46,50023","14,77993",vrh
Karavanke,Rudnik v Topli,1080,Kordeževa glava (Peca),2125,mimo Doma na Peci - plezalna pot,210,zelo zahtevna označena pot,1120,9350,9,1,"46,50023","14,77993",vrh
Karavanke,Podpeca,755,Kordeževa glava (Peca),2125,lahka pot,255,lahka označena pot,1370,8222,9,1,"46,50023","14,77993",vrh
Karavanke,Podpeca,755,Kordeževa glava (Peca),2125,plezalna pot,255,zelo zahtevna označena pot,1370,9809,9,1,"46,50023","14,77993",vrh
Karavanke,Ljubelj,1058,Zelenjak,2024,,175,zelo zahtevna neoznačena steza,966,17412,8,2,"46,44313","14,21585",vrh
Karavanke,Tinčkova koča,1070,Zelenjak,2024,,175,zelo zahtevna neoznačena steza,975,4580,9,1,"46,44313","14,21585",vrh
Karavanke,Tinčkova koča,1070,Zelenjak,2024,skozi Zagon,205,zelo zahtevna neoznačena steza,1050,248,10,1,"46,44313","14,21585",vrh
Karavanke,Vranček,950,Veliki vrh (Košuta),2088,plezalna pot,180,zelo zahtevna označena pot,1188,42392,9,4,"46,43068","14,30956",vrh
Karavanke,Matizovec,915,Veliki vrh (Košuta),2088,,200,lahka označena pot,1173,69318,8,10,"46,43068","14,30956",vrh
Karavanke,Mrzli studenec,1300,Veliki vrh (Košuta),2088,,135,lahka označena pot,788,42107,8,4,"46,43068","14,30956",vrh
Karavanke,Globoka dolina,1050,Veliki vrh (Košuta),2088,,180,lahka označena pot,1050,12279,10,1,"46,43068","14,30956",vrh
Karavanke,Podljubelj,658,Veliki vrh (Košuta),2088,mimo Matizovca,255,lahka označena pot,1430,12014,10,1,"46,43068","14,30956",vrh
Karavanke,Ljubelj,1058,Veliki vrh (Košuta),2088,mimo Koče na Ljubelju,225,zelo zahtevna označena pot,1150,1300,10,1,"46,43068","14,30956",vrh
Karavanke,Bučan,1010,Veliki vrh (Košuta),2088,,225,zelo zahtevna označena pot,1180,420,10,2,"46,43068","14,30956",vrh
Karavanke,Sele,666,Veliki vrh (Košuta),2088,,270,zelo zahtevna označena pot,1435,203,10,1,"46,43068","14,30956",vrh
Karavanke,Zavetišče na planini Šija,1528,Veliki vrh (Košuta),2088,Kačja pot,120,lahka neoznačena steza,650,21791,9,6,"46,43068","14,30956",vrh
Karavanke,Tinčkova koča,1070,Vrtača,2181,čez Smuško planino in sedlo Šija,210,delno zahtevna označena pot,1111,21467,8,3,"46,43992","14,21226",vrh
Karavanke,Ljubelj,1058,Vrtača,2181,,210,delno zahtevna označena pot,1123,77072,8,13,"46,43992","14,21226",vrh
Karavanke,Ljubelj,1056,Vrtača,2181,vzhodni žleb Y,195,zelo zahtevno brezpotje,1123,22678,10,2,"46,43992","14,21226",vrh
Karavanke,Tinčkova koča,1070,Vrtača,2181,čez Malo glavo,180,zahtevno brezpotje,1111,7894,9,1,"46,43992","14,21226",vrh
Karavanke,Trate / Johannsenruhe,1152,Vrtača,2181,,240,delno zahtevna označena pot,1075,3478,9,1,"46,43992","14,21226",vrh
Karavanke,Podnar / Bodenbauer,1052,Vrtača,2181,,285,zahtevna označena pot,1200,3678,9,1,"46,43992","14,21226",vrh
Karavanke,Vgriz / Ogris,1180,Vrtača,2181,,285,zahtevna označena pot,1200,3370,9,1,"46,43992","14,21226",vrh
Karavanke, Podnar / Bodenbauer,1052,Vrtača,2181,čez Karweg,270,"lahka neoznačena steza, delno zahtevna označena pot",1150,3347,10,1,"46,43992","14,21226",vrh
Karavanke,Podnar / Bodenbauer,1052,Vrtača,2181,čez melišče,250,"lahko brezpotje, delno zahtevna označena pot",1200,3943,9,1,"46,43992","14,21226",vrh
Karavanke,Tinčkova koča ,1070,Vrtača,2181,po SV grebenu,240,alpinistični vzpon,1111,6267,10,2,"46,43992","14,21226",vrh
Karavanke,Tinčkova koča,1070,Vrtača,2181,skozi Zagon,210,"lahka neoznačena steza, delno zahtevna označena pot",1111,800,10,1,"46,43992","14,21226",vrh
Karavanke,Tinčkova koča,1070,Vrtača,2181,čez smokuško planino in po melišču,210,"lahka neoznačena steza, delno zahtevna označena pot",1111,390,10,2,"46,43992","14,21226",vrh
Karavanke,Zapornica ,1007,Kepa,2143,,225,zahtevna označena pot,1136,55685,8,7,"46,50679","13,95249",vrh
Karavanke,Erjavčev rovt,1065,Kepa,2143,,210,zahtevna označena pot,1200,41870,9,6,"46,50679","13,95249",vrh
Karavanke,Ravne,1200,Kepa,2143,,240,zahtevna označena pot,1100,12070,9,1,"46,50679","13,95249",vrh
Karavanke,Šetinov rovt,1184,Kepa,2143,čez Kurjeke,240,zahtevna neoznačena steza,1150,7443,10,2,"46,50679","13,95249",vrh
Karavanke,Spodnje Rute / Untergreuth,650,Kepa,2143,pot št. 680,240,zahtevna označena pot,1550,7396,10,2,"46,50679","13,95249",vrh
Karavanke,Spodnje Rute / Untergreuth,650,Kepa,2143,pot čez severovzhodni greben,240,zelo zahtevna neoznačena steza,1550,8525,8,2,"46,50679","13,95249",vrh
Kamniško Savinjske Alpe,Žagana peč,812,Kalška gora,2047,Lovska pot,195,"delno zahtevna neoznačena pot, zahtevna označena pot",1235,17853,9,2,"46,34087","14,5476",vrh
Kamniško Savinjske Alpe,Planina Jezerca,1410,Kalška gora,2047,mimo Doma na Krvavcu in čez Zvoh,300,zahtevna označena pot,950,2759,10,1,"46,34087","14,5476",vrh
Kamniško Savinjske Alpe,Planina Jezerca,1410,Kalška gora,2047,čez planino Koren,275,delno zahtevna označena pot,940,3459,10,1,"46,34087","14,5476",vrh
Kamniško Savinjske Alpe,Markova raven,980,Kalška gora,2047,po markirani poti,330,delno zahtevna označena pot,1270,2733,9,1,"46,34087","14,5476",vrh
Kamniško Savinjske Alpe,V Koncu,900,Kalška gora,2047,,195,zahtevna označena pot,1147,21137,8,5,"46,34087","14,5476",vrh
Kamniško Savinjske Alpe,Kokra ,906,Kalška gora,2047,čez Kalce,270,delno zahtevna označena pot,1200,350,10,1,"46,34087","14,5476",vrh
Kamniško Savinjske Alpe,Suhadolnik,901,Kalška gora,2047,,210,zahtevna označena pot,1146,13011,7,2,"46,34087","14,5476",vrh
Kamniško Savinjske Alpe,Kriška planina,1480,Kalška gora,2047,čez planino Koren,260,delno zahtevna označena pot,860,9896,8,2,"46,34087","14,5476",vrh
